Future_Date,prediction_PM2.5,prediction_PM10,prediction_SO2,prediction_CO,prediction_Ozone,prediction_NO2,aqi_pm2.5,aqi_pm10,aqi_so2,aqi_co,aqi_ozone,aqi_no2,prediction_AQI
2023-10-27 10:00:00,28.707944869995117,49.802207946777344,4.454166412353516,0.6859212517738342,31.403560638427734,13.272923469543457,47.846574783325195,49.802207946777344,5.5677080154418945,34.29606258869171,31.403560638427734,16.59115433692932,49.802207946777344
2023-10-27 11:00:00,29.051158905029297,55.31754684448242,4.793204307556152,0.6587041616439819,26.756122589111328,14.603219985961914,48.41859817504883,55.31754684448242,5.99150538444519,32.9352080821991,26.756122589111328,18.254024982452393,55.31754684448242
2023-10-27 12:00:00,29.445449829101562,61.307373046875,5.13969087600708,0.6479249000549316,21.958175659179688,15.706888198852539,49.07574971516927,61.307373046875,6.42461359500885,32.39624500274658,21.958175659179688,19.633610248565674,61.307373046875
2023-10-27 13:00:00,29.950275421142578,67.11393737792969,5.520945072174072,0.6503570079803467,17.38751792907715,16.624361038208008,49.9171257019043,67.11393737792969,6.90118134021759,32.517850399017334,17.38751792907715,20.78045129776001,67.11393737792969
2023-10-27 14:00:00,30.600393295288086,72.15113830566406,5.93870210647583,0.6611633896827698,13.29854965209961,17.355751037597656,,72.15113830566406,7.423377633094788,33.05816948413849,13.29854965209961,21.69468879699707,72.15113830566406
2023-10-27 15:00:00,31.351585388183594,76.08980560302734,6.3805766105651855,0.6753736138343811,9.797647476196289,17.91804313659668,51.594058069689524,76.08980560302734,7.975720763206482,33.768680691719055,9.797647476196289,22.39755392074585,76.08980560302734
2023-10-27 16:00:00,32.094566345214844,78.78893280029297,6.82358980178833,0.6870450377464294,6.859224319458008,18.322837829589844,52.84943968674232,78.78893280029297,8.529487252235413,34.35225188732147,6.859224319458008,22.903547286987305,78.78893280029297
2023-10-27 17:00:00,32.719581604003906,80.31976318359375,7.233459949493408,0.69223552942276,4.382643222808838,18.579504013061523,53.90549995159281,80.31976318359375,9.04182493686676,34.611776471138,4.382643222808838,23.224380016326904,80.31976318359375
2023-10-27 18:00:00,33.14010238647461,80.88766479492188,7.585830211639404,0.6892169713973999,2.2574753761291504,18.709197998046875,54.61603506680193,80.88766479492188,9.482287764549255,34.460848569869995,2.2574753761291504,23.386497497558594,80.88766479492188
2023-10-27 19:00:00,33.30948257446289,80.75051879882812,7.891171455383301,0.6785687208175659,0.4254489541053772,18.72246742248535,54.90222917754075,80.75051879882812,9.863964319229126,33.928436040878296,0.4254489541053772,23.40308427810669,80.75051879882812
2023-10-27 20:00:00,33.25151062011719,80.21531677246094,8.16567611694336,0.6633678078651428,-1.111828327178955,18.624309539794922,54.804276565025596,80.21531677246094,10.2070951461792,33.16839039325714,,23.280386924743652,80.21531677246094
2023-10-27 21:00:00,33.01129150390625,79.5863265991211,8.400599479675293,0.6474469304084778,-2.2004942893981934,18.427717208862305,54.398389092807115,79.5863265991211,10.500749349594116,32.37234652042389,,23.03464651107788,79.5863265991211
2023-10-27 22:00:00,32.66964340209961,79.03490447998047,8.594861030578613,0.6341984272003174,-2.4622416496276855,18.148534774780273,53.821121610444166,79.03490447998047,10.743576288223267,31.70992136001587,,22.685668468475342,79.03490447998047
2023-10-27 23:00:00,32.30123519897461,78.65987396240234,8.745352745056152,0.6265758275985718,-1.2300915718078613,17.811809539794922,53.19863878447434,78.65987396240234,10.93169093132019,31.32879137992859,,22.264761924743652,78.65987396240234
2023-10-28 00:00:00,31.960432052612305,78.52129364013672,8.851827621459961,0.6259756088256836,2.3798880577087402,17.440641403198242,52.62279898544838,78.52129364013672,11.064784526824951,31.29878044128418,2.3798880577087402,21.800801753997803,78.52129364013672
2023-10-28 01:00:00,31.721952438354492,78.60531616210938,8.922959327697754,0.6319738626480103,9.041659355163574,17.054407119750977,52.21985067170242,78.60531616210938,11.153699159622192,31.598693132400513,9.041659355163574,21.31800889968872,78.60531616210938
2023-10-28 02:00:00,31.606470108032227,78.91815185546875,8.97623062133789,0.6432220339775085,18.290752410888672,16.686872482299805,52.024725354951,78.91815185546875,11.220288276672363,32.16110169887543,18.290752410888672,20.858590602874756,78.91815185546875
2023-10-28 03:00:00,31.61921501159668,79.492919921875,9.023255348205566,0.6573026180267334,27.969486236572266,16.366899490356445,52.04625984718059,79.492919921875,11.279069185256958,32.86513090133667,27.969486236572266,20.458624362945557,79.492919921875
2023-10-28 04:00:00,31.788652420043945,80.34310913085938,9.073404312133789,0.6707961559295654,35.884944915771484,16.117626190185547,52.332550640763905,80.34310913085938,11.341755390167236,33.53980779647827,35.884944915771484,20.147032737731934,80.34310913085938
2023-10-28 05:00:00,32.07878112792969,81.42351531982422,9.132562637329102,0.6811489462852478,41.551788330078125,15.967096328735352,52.82276811270878,81.42351531982422,11.415703296661377,34.05744731426239,41.551788330078125,19.95887041091919,81.42351531982422
2023-10-28 06:00:00,32.43006134033203,82.70375061035156,9.205754280090332,0.6861862540245056,44.99108123779297,15.943732261657715,53.41631054056102,82.70375061035156,11.507192850112915,34.30931270122528,44.99108123779297,19.929665327072144,82.70375061035156
2023-10-28 07:00:00,32.836219787597656,84.13151550292969,9.29965591430664,0.6822031736373901,46.04042053222656,16.055923461914062,54.10257826180294,84.13151550292969,11.6245698928833,34.11015868186951,46.04042053222656,20.069904327392578,84.13151550292969
2023-10-28 08:00:00,33.29194259643555,85.63015747070312,9.428047180175781,0.6710661053657532,44.49579620361328,16.323137283325195,54.87259266294282,85.63015747070312,11.785058975219727,33.55330526828766,44.49579620361328,20.403921604156494,85.63015747070312
